agent_name,model,priming,round,balance
Agent-13,openai,cooperative,98,301
Agent-14,openai,cooperative,98,361
Agent-15,claude,cooperative,98,551
Agent-16,openai,competitive,98,590
Agent-2,openai,strategic,98,1974
Agent-3,claude,neutral,98,440
Agent-4,claude,cooperative,98,1150
Agent-5,claude,competitive,98,452
Agent-6,openai,neutral,98,506
Agent-7,claude,neutral,98,0
Agent-8,claude,strategic,98,1258
Agent-9,claude,strategic,98,3388
Agent-1,openai,neutral,99,1222
Agent-10,claude,competitive,99,316
Agent-11,openai,strategic,99,1377
Agent-12,openai,competitive,99,1963
Agent-13,openai,cooperative,99,291
Agent-14,openai,cooperative,99,351
Agent-15,claude,cooperative,99,566
Agent-16,openai,competitive,99,610
Agent-2,openai,strategic,99,1964
Agent-3,claude,neutral,99,505
Agent-4,claude,cooperative,99,1160
Agent-5,claude,competitive,99,532
Agent-6,openai,neutral,99,505
Agent-7,claude,neutral,99,0
Agent-8,claude,strategic,99,1244
Agent-9,claude,strategic,99,3394
Agent-1,openai,neutral,100,611
Agent-10,claude,competitive,100,416
Agent-11,openai,strategic,100,1377
Agent-12,openai,competitive,100,1962
Agent-13,openai,cooperative,100,291
Agent-14,openai,cooperative,100,0
Agent-15,claude,cooperative,100,516
Agent-16,openai,competitive,100,610
Agent-2,openai,strategic,100,1963
Agent-3,claude,neutral,100,1112
Agent-4,claude,cooperative,100,1561
Agent-5,claude,competitive,100,533
Agent-6,openai,neutral,100,405
Agent-7,claude,neutral,100,0
Agent-8,claude,strategic,100,1294
Agent-9,claude,strategic,100,3349
